respondent_id,dataset_type,target_week,current_week,weeks_observed,target_date,next_week_income,next_week_direction,current_income,lag_1_income,lag_2_income,lag_3_income,has_lag_2,has_lag_3,rolling_mean_income,rolling_std_income,rolling_min_income,rolling_max_income,rolling_range_income,income_trend_abs,income_trend_pct,last_income_change_abs,last_income_change_pct,previous_direction,is_previous_week_up,is_previous_week_down,is_previous_week_stable,lag_ratio_1_to_mean,volatility_ratio,is_income_above_recent_avg,income_momentum,income_momentum_pct,rolling_cv,rolling_median_income,rolling_last_vs_median_pct,target_month,target_week_of_month,target_quarter,target_is_month_start,target_is_month_end,target_is_payday_period,target_is_weekend,target_is_christmas_year_end,target_is_new_year,usia,gig_type_enc,domisili_code_enc,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,status_income,peak_week,src_fiverr,src_gojek,src_grab,src_instagram,src_langsung,src_shopee,src_tiktok,src_tokopedia,src_upwork,src_whatsapp,ramai_akhir_bulan_gajian,ramai_akhir_pekan,ramai_awal_bulan,ramai_harbolnas_flashsale,ramai_promo_aplikasi,ramai_ramadan_lebaran,fluk_akhir_pekan_hari_libur,fluk_cuaca,fluk_jam_kerja,fluk_jumlah_pesanan_project,fluk_kondisi_fisik,fluk_promo_aplikasi,fluk_rating_ulasan,fluk_tanggal_gajian_akhir_bulan,pref_awal_bulan,pref_harbolnas,pref_payday,pref_promo_aplikasi,pref_ramadan_lebaran,pref_weekend,gig_jualan_online,gig_pekerja_harian,gig_freelance_desain,gig_ojek_online,gig_kurir,gig_freelance_it,gig_tutor,gig_content_creator,previous_direction_enc
R0144,real_4w,3,2,2,2026-04-20 21:56:42,525000.0,Down,675000.0,675000.0,530000.0,0.0,1,0,602500.0,72500.0,530000.0,675000.0,145000.0,145000.0,0.27358490566037735,145000.0,0.27358490566037735,Up,1,0,0,1.120331950207469,0.12033195020746888,1,145000.0,0.27358490566037735,0.12033195020746888,602500.0,0.12033195020746888,4,3,2,0,0,0,0,0,0,28,2,5,2.995732273553991,5,8,40,460955.5,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
R0144,real_4w,4,3,3,2026-04-13 21:56:42,1342800.0,Up,525000.0,525000.0,675000.0,530000.0,1,1,576666.6666666666,69562.12251569735,525000.0,675000.0,150000.0,-150000.0,-0.2222222222222222,-150000.0,-0.2222222222222222,Down,0,1,0,0.9104046242774567,0.1206279581197064,0,-150000.0,-0.2222222222222222,0.1206279581197064,530000.0,-0.009433962264150943,4,2,2,0,0,0,0,0,0,28,2,5,2.995732273553991,5,8,40,460955.5,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R0145,real_4w,2,1,1,2026-04-27 22:38:38,820000.0,Up,325000.0,325000.0,0.0,0.0,0,0,325000.0,0.0,325000.0,325000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,325000.0,0.0,4,4,2,0,1,1,0,0,0,24,7,2,3.7612001156935624,3,2,6,739240.8333333334,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
R0145,real_4w,3,2,2,2026-04-20 22:38:38,825000.0,Stable,820000.0,820000.0,325000.0,0.0,1,0,572500.0,247500.0,325000.0,820000.0,495000.0,495000.0,1.523076923076923,495000.0,1.523076923076923,Up,1,0,0,1.4323144104803494,0.43231441048034935,1,495000.0,1.523076923076923,0.43231441048034935,572500.0,0.43231441048034935,4,3,2,0,0,0,0,0,0,24,7,2,3.7612001156935624,3,2,6,739240.8333333334,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
R0145,real_4w,4,3,3,2026-04-13 22:38:38,400000.0,Down,825000.0,825000.0,820000.0,325000.0,1,1,656666.6666666666,234532.63217632542,325000.0,825000.0,500000.0,5000.0,0.006097560975609756,5000.0,0.006097560975609756,Stable,0,0,1,1.2563451776649748,0.3571562926543027,1,5000.0,0.006097560975609756,0.3571562926543027,820000.0,0.006097560975609756,4,2,2,0,0,0,0,0,0,24,7,2,3.7612001156935624,3,2,6,739240.8333333334,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
R0146,real_4w,2,1,1,2026-04-27 22:46:37,60000.0,Stable,60000.0,60000.0,0.0,0.0,0,0,60000.0,0.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,60000.0,0.0,4,4,2,0,1,1,0,0,0,26,3,3,3.7612001156935624,5,4,20,518297.0,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
R0146,real_4w,3,2,2,2026-04-20 22:46:37,75000.0,Up,60000.0,60000.0,60000.0,0.0,1,0,60000.0,0.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,60000.0,0.0,4,3,2,0,0,0,0,0,0,26,3,3,3.7612001156935624,5,4,20,518297.0,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
R0146,real_4w,4,3,3,2026-04-13 22:46:37,6800.0,Down,75000.0,75000.0,60000.0,60000.0,1,1,65000.0,7071.067811865475,60000.0,75000.0,15000.0,15000.0,0.25,15000.0,0.25,Up,1,0,0,1.1538461538461537,0.10878565864408424,1,15000.0,0.25,0.10878565864408424,60000.0,0.25,4,2,2,0,0,0,0,0,0,26,3,3,3.7612001156935624,5,4,20,518297.0,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2
R0147,real_4w,2,1,1,2026-04-27 23:15:20,660000.0,Down,930000.0,930000.0,0.0,0.0,0,0,930000.0,0.0,930000.0,930000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,930000.0,0.0,4,4,2,0,1,1,0,0,0,34,5,5,0.6931471805599453,5,11,55,460955.5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0147,real_4w,3,2,2,2026-04-20 23:15:20,710000.0,Stable,660000.0,660000.0,930000.0,0.0,1,0,795000.0,135000.0,660000.0,930000.0,270000.0,-270000.0,-0.2903225806451613,-270000.0,-0.2903225806451613,Down,0,1,0,0.8301886792452831,0.16981132075471697,0,-270000.0,-0.2903225806451613,0.16981132075471697,795000.0,-0.16981132075471697,4,3,2,0,0,0,0,0,0,34,5,5,0.6931471805599453,5,11,55,460955.5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
R0147,real_4w,4,3,3,2026-04-13 23:15:20,450000.0,Down,710000.0,710000.0,660000.0,930000.0,1,1,766666.6666666666,117284.08057172787,660000.0,930000.0,270000.0,50000.0,0.07575757575757576,50000.0,0.07575757575757576,Stable,0,0,1,0.9260869565217392,0.1529792355283407,0,50000.0,0.07575757575757576,0.1529792355283407,710000.0,0.0,4,2,2,0,0,0,0,0,0,34,5,5,0.6931471805599453,5,11,55,460955.5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
R0148,real_4w,2,1,1,2026-04-27 23:55:51,1075000.0,Down,1270000.0,1270000.0,0.0,0.0,0,0,1270000.0,0.0,1270000.0,1270000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1270000.0,0.0,4,4,2,0,1,1,0,0,0,26,2,0,4.04305126783455,4,6,24,548095.6666666666,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
R0148,real_4w,3,2,2,2026-04-20 23:55:51,790000.0,Down,1075000.0,1075000.0,1270000.0,0.0,1,0,1172500.0,97500.0,1075000.0,1270000.0,195000.0,-195000.0,-0.15354330708661418,-195000.0,-0.15354330708661418,Down,0,1,0,0.9168443496801706,0.08315565031982942,0,-195000.0,-0.15354330708661418,0.08315565031982942,1172500.0,-0.08315565031982942,4,3,2,0,0,0,0,0,0,26,2,0,4.04305126783455,4,6,24,548095.6666666666,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
R0148,real_4w,4,3,3,2026-04-13 23:55:51,375000.0,Down,790000.0,790000.0,1075000.0,1270000.0,1,1,1045000.0,197104.03344427023,790000.0,1270000.0,480000.0,-285000.0,-0.2651162790697674,-285000.0,-0.2651162790697674,Down,0,1,0,0.7559808612440191,0.18861629994667006,0,-285000.0,-0.2651162790697674,0.18861629994667006,1075000.0,-0.2651162790697674,4,2,2,0,0,0,0,0,0,26,2,0,4.04305126783455,4,6,24,548095.6666666666,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
R0149,real_4w,2,1,1,2026-04-28 00:25:05,360000.0,Down,420000.0,420000.0,0.0,0.0,0,0,420000.0,0.0,420000.0,420000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,420000.0,0.0,4,4,2,0,1,1,0,0,0,24,1,1,3.6109179126442243,5,6,30,518297.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0149,real_4w,3,2,2,2026-04-21 00:25:05,450000.0,Up,360000.0,360000.0,420000.0,0.0,1,0,390000.0,30000.0,360000.0,420000.0,60000.0,-60000.0,-0.14285714285714285,-60000.0,-0.14285714285714285,Down,0,1,0,0.9230769230769231,0.07692307692307693,0,-60000.0,-0.14285714285714285,0.07692307692307693,390000.0,-0.07692307692307693,4,3,2,0,0,0,0,0,0,24,1,1,3.6109179126442243,5,6,30,518297.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0149,real_4w,4,3,3,2026-04-14 00:25:05,6800.0,Down,450000.0,450000.0,360000.0,420000.0,1,1,410000.0,37416.57386773941,360000.0,450000.0,90000.0,90000.0,0.25,90000.0,0.25,Up,1,0,0,1.0975609756097562,0.09125993626277905,1,90000.0,0.25,0.09125993626277905,420000.0,0.07142857142857142,4,2,2,0,0,0,0,0,0,24,1,1,3.6109179126442243,5,6,30,518297.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2
R0150,real_4w,2,1,1,2026-04-28 01:22:05,550000.0,Down,725000.0,725000.0,0.0,0.0,0,0,725000.0,0.0,725000.0,725000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,725000.0,0.0,4,4,2,0,1,1,0,0,0,22,6,3,1.9459101490553132,5,8,40,518297.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0150,real_4w,3,2,2,2026-04-21 01:22:05,740000.0,Up,550000.0,550000.0,725000.0,0.0,1,0,637500.0,87500.0,550000.0,725000.0,175000.0,-175000.0,-0.2413793103448276,-175000.0,-0.2413793103448276,Down,0,1,0,0.8627450980392157,0.13725490196078433,0,-175000.0,-0.2413793103448276,0.13725490196078433,637500.0,-0.13725490196078433,4,3,2,0,0,0,0,0,0,22,6,3,1.9459101490553132,5,8,40,518297.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0150,real_4w,4,3,3,2026-04-14 01:22:05,725000.0,Stable,740000.0,740000.0,550000.0,725000.0,1,1,671666.6666666666,86248.99355290408,550000.0,740000.0,190000.0,190000.0,0.34545454545454546,190000.0,0.34545454545454546,Up,1,0,0,1.1017369727047146,0.12841041223757432,1,190000.0,0.34545454545454546,0.12841041223757432,725000.0,0.020689655172413793,4,2,2,0,0,0,0,0,0,22,6,3,1.9459101490553132,5,8,40,518297.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
R0151,real_4w,2,1,1,2026-04-28 06:06:22,675000.0,Up,220000.0,220000.0,0.0,0.0,0,0,220000.0,0.0,220000.0,220000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,220000.0,0.0,4,4,2,0,1,1,0,0,0,26,6,1,1.0986122886681096,5,9,45,518297.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0151,real_4w,3,2,2,2026-04-21 06:06:22,300000.0,Down,675000.0,675000.0,220000.0,0.0,1,0,447500.0,227500.0,220000.0,675000.0,455000.0,455000.0,2.0681818181818183,455000.0,2.0681818181818183,Up,1,0,0,1.5083798882681565,0.5083798882681564,1,455000.0,2.0681818181818183,0.5083798882681564,447500.0,0.5083798882681564,4,3,2,0,0,0,0,0,0,26,6,1,1.0986122886681096,5,9,45,518297.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
R0151,real_4w,4,3,3,2026-04-14 06:06:22,225000.0,Down,300000.0,300000.0,675000.0,220000.0,1,1,398333.3333333333,198340.33601082987,220000.0,675000.0,455000.0,-375000.0,-0.5555555555555556,-375000.0,-0.5555555555555556,Down,0,1,0,0.7531380753138076,0.49792552973430093,0,-375000.0,-0.5555555555555556,0.49792552973430093,300000.0,0.0,4,2,2,0,0,0,0,0,0,26,6,1,1.0986122886681096,5,9,45,518297.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0152,real_4w,2,1,1,2026-04-28 08:01:31,270000.0,Down,425000.0,425000.0,0.0,0.0,0,0,425000.0,0.0,425000.0,425000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,425000.0,0.0,4,4,2,0,1,1,0,0,0,17,6,0,3.5263605246161616,6,10,60,548095.6666666666,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0152,real_4w,3,2,2,2026-04-21 08:01:31,920000.0,Up,270000.0,270000.0,425000.0,0.0,1,0,347500.0,77500.0,270000.0,425000.0,155000.0,-155000.0,-0.36470588235294116,-155000.0,-0.36470588235294116,Down,0,1,0,0.7769784172661871,0.22302158273381295,0,-155000.0,-0.36470588235294116,0.22302158273381295,347500.0,-0.22302158273381295,4,3,2,0,0,0,0,0,0,17,6,0,3.5263605246161616,6,10,60,548095.6666666666,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0152,real_4w,4,3,3,2026-04-14 08:01:31,425000.0,Down,920000.0,920000.0,270000.0,425000.0,1,1,538333.3333333334,277198.284426309,270000.0,920000.0,650000.0,650000.0,2.4074074074074074,650000.0,2.4074074074074074,Up,1,0,0,1.7089783281733746,0.5149194137950012,1,650000.0,2.4074074074074074,0.5149194137950012,425000.0,1.1647058823529413,4,2,2,0,0,0,0,0,0,17,6,0,3.5263605246161616,6,10,60,548095.6666666666,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
R0153,real_4w,2,1,1,2026-04-28 08:26:14,350000.0,Up,200000.0,200000.0,0.0,0.0,0,0,200000.0,0.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,200000.0,0.0,4,4,2,0,1,1,0,0,0,17,7,4,3.5553480614894135,4,2,8,442180.75,1,3,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
R0153,real_4w,3,2,2,2026-04-21 08:26:14,320000.0,Stable,350000.0,350000.0,200000.0,0.0,1,0,275000.0,75000.0,200000.0,350000.0,150000.0,150000.0,0.75,150000.0,0.75,Up,1,0,0,1.2727272727272727,0.2727272727272727,1,150000.0,0.75,0.2727272727272727,275000.0,0.2727272727272727,4,3,2,0,0,0,0,0,0,17,7,4,3.5553480614894135,4,2,8,442180.75,1,3,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2
R0153,real_4w,4,3,3,2026-04-14 08:26:14,500000.0,Up,320000.0,320000.0,350000.0,200000.0,1,1,290000.0,64807.4069840786,200000.0,350000.0,150000.0,-30000.0,-0.08571428571428572,-30000.0,-0.08571428571428572,Stable,0,0,1,1.103448275862069,0.22347381718647794,1,-30000.0,-0.08571428571428572,0.22347381718647794,320000.0,0.0,4,2,2,0,0,0,0,0,0,17,7,4,3.5553480614894135,4,2,8,442180.75,1,3,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
R0154,real_4w,2,1,1,2026-04-28 08:46:17,300000.0,Up,225000.0,225000.0,0.0,0.0,0,0,225000.0,0.0,225000.0,225000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,225000.0,0.0,4,4,2,0,1,1,0,0,0,44,6,2,3.8066624897703196,6,8,48,739240.8333333334,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0154,real_4w,3,2,2,2026-04-21 08:46:17,230000.0,Down,300000.0,300000.0,225000.0,0.0,1,0,262500.0,37500.0,225000.0,300000.0,75000.0,75000.0,0.3333333333333333,75000.0,0.3333333333333333,Up,1,0,0,1.1428571428571428,0.14285714285714285,1,75000.0,0.3333333333333333,0.14285714285714285,262500.0,0.14285714285714285,4,3,2,0,0,0,0,0,0,44,6,2,3.8066624897703196,6,8,48,739240.8333333334,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
R0154,real_4w,4,3,3,2026-04-14 08:46:17,275000.0,Up,230000.0,230000.0,300000.0,225000.0,1,1,251666.66666666666,34237.73097362356,225000.0,300000.0,75000.0,-70000.0,-0.23333333333333334,-70000.0,-0.23333333333333334,Down,0,1,0,0.9139072847682119,0.13604396413360356,0,-70000.0,-0.23333333333333334,0.13604396413360356,230000.0,0.0,4,2,2,0,0,0,0,0,0,44,6,2,3.8066624897703196,6,8,48,739240.8333333334,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0155,real_4w,2,1,1,2026-04-28 09:08:48,715000.0,Up,220000.0,220000.0,0.0,0.0,0,0,220000.0,0.0,220000.0,220000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,220000.0,0.0,4,4,2,0,1,1,0,0,0,26,3,7,4.1588830833596715,5,6,30,559306.0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
R0155,real_4w,3,2,2,2026-04-21 09:08:48,175000.0,Down,715000.0,715000.0,220000.0,0.0,1,0,467500.0,247500.0,220000.0,715000.0,495000.0,495000.0,2.25,495000.0,2.25,Up,1,0,0,1.5294117647058822,0.5294117647058824,1,495000.0,2.25,0.5294117647058824,467500.0,0.5294117647058824,4,3,2,0,0,0,0,0,0,26,3,7,4.1588830833596715,5,6,30,559306.0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2
R0155,real_4w,4,3,3,2026-04-14 09:08:48,625000.0,Up,175000.0,175000.0,715000.0,220000.0,1,1,370000.0,244642.59645450136,175000.0,715000.0,540000.0,-540000.0,-0.7552447552447552,-540000.0,-0.7552447552447552,Down,0,1,0,0.47297297297297297,0.6611962066337874,0,-540000.0,-0.7552447552447552,0.6611962066337874,220000.0,-0.20454545454545456,4,2,2,0,0,0,0,0,0,26,3,7,4.1588830833596715,5,6,30,559306.0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
R0156,real_4w,2,1,1,2026-04-28 09:09:57,140000.0,Down,550000.0,550000.0,0.0,0.0,0,0,550000.0,0.0,550000.0,550000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,550000.0,0.0,4,4,2,0,1,1,0,0,0,25,3,1,3.6635616461296463,4,7,28,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
R0156,real_4w,3,2,2,2026-04-21 09:09:57,100000.0,Down,140000.0,140000.0,550000.0,0.0,1,0,345000.0,205000.0,140000.0,550000.0,410000.0,-410000.0,-0.7454545454545455,-410000.0,-0.7454545454545455,Down,0,1,0,0.4057971014492754,0.5942028985507246,0,-410000.0,-0.7454545454545455,0.5942028985507246,345000.0,-0.5942028985507246,4,3,2,0,0,0,0,0,0,25,3,1,3.6635616461296463,4,7,28,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R0156,real_4w,4,3,3,2026-04-14 09:09:57,540000.0,Up,100000.0,100000.0,140000.0,550000.0,1,1,263333.3333333333,203360.6539022619,100000.0,550000.0,450000.0,-40000.0,-0.2857142857142857,-40000.0,-0.2857142857142857,Down,0,1,0,0.379746835443038,0.7722556477301086,0,-40000.0,-0.2857142857142857,0.7722556477301086,140000.0,-0.2857142857142857,4,2,2,0,0,0,0,0,0,25,3,1,3.6635616461296463,4,7,28,518297.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R0157,real_4w,2,1,1,2026-04-28 10:21:16,700000.0,Down,1000000.0,1000000.0,0.0,0.0,0,0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1000000.0,0.0,4,4,2,0,1,1,0,0,0,17,2,2,3.091042453358316,4,4,16,739240.8333333334,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
R0157,real_4w,3,2,2,2026-04-21 10:21:16,1180000.0,Up,700000.0,700000.0,1000000.0,0.0,1,0,850000.0,150000.0,700000.0,1000000.0,300000.0,-300000.0,-0.3,-300000.0,-0.3,Down,0,1,0,0.8235294117647058,0.17647058823529413,0,-300000.0,-0.3,0.17647058823529413,850000.0,-0.17647058823529413,4,3,2,0,0,0,0,0,0,17,2,2,3.091042453358316,4,4,16,739240.8333333334,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
R0157,real_4w,4,3,3,2026-04-14 10:21:16,650000.0,Down,1180000.0,1180000.0,700000.0,1000000.0,1,1,960000.0,197989.8987322333,700000.0,1180000.0,480000.0,480000.0,0.6857142857142857,480000.0,0.6857142857142857,Up,1,0,0,1.2291666666666667,0.20623947784607635,1,480000.0,0.6857142857142857,0.20623947784607635,1000000.0,0.18,4,2,2,0,0,0,0,0,0,17,2,2,3.091042453358316,4,4,16,739240.8333333334,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2
R0158,real_4w,2,1,1,2026-04-28 10:39:43,200000.0,Down,720000.0,720000.0,0.0,0.0,0,0,720000.0,0.0,720000.0,720000.0,0.0,0.0,0.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0,0.0,0.0,0.0,720000.0,0.0,4,4,2,0,1,1,0,0,0,17,6,2,1.0986122886681096,4,6,24,739240.8333333334,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R0158,real_4w,3,2,2,2026-04-21 10:39:43,250000.0,Up,200000.0,200000.0,720000.0,0.0,1,0,460000.0,260000.0,200000.0,720000.0,520000.0,-520000.0,-0.7222222222222222,-520000.0,-0.7222222222222222,Down,0,1,0,0.43478260869565216,0.5652173913043478,0,-520000.0,-0.7222222222222222,0.5652173913043478,460000.0,-0.5652173913043478,4,3,2,0,0,0,0,0,0,17,6,2,1.0986122886681096,4,6,24,739240.8333333334,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
R0158,real_4w,4,3,3,2026-04-14 10:39:43,240000.0,Stable,250000.0,250000.0,200000.0,720000.0,1,1,390000.0,234236.34787681152,200000.0,720000.0,520000.0,50000.0,0.25,50000.0,0.25,Up,1,0,0,0.6410256410256411,0.6006060201969526,0,50000.0,0.25,0.6006060201969526,250000.0,0.0,4,2,2,0,0,0,0,0,0,17,6,2,1.0986122886681096,4,6,24,739240.8333333334,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2
